Date,Temperature,Relative Humidity,Wind Speed,Precipitation,Pressure,Generated
25/02/2017,27.26,82.5,0.66,2.3580661075481006,999.3,23.90033333
26/02/2017,25.18,92.5,0.53,2.3580661075481006,999.77,2.924375
27/02/2017,24.92,96.75,0.4,2.3580661075481006,1000.23,3.51154166
28/02/2017,25.58,93.75,1,2.3580661075481006,999.58,30.42329166
01/03/2017,25.52,92.5,0.43,2.3580661075481006,999.01,4.354375
02/03/2017,25.76,93.25,0.33,0,1000.81,1.10379166
03/03/2017,25.12,91.5,0.16,2.3580661075481006,1001.85,9.81583333
04/03/2017,25.78,95.25,0.5,0,999.51,8.20016666
05/03/2017,26.18,88.75,1.76,0,998.49,7.99775
06/03/2017,26.42,88.5,0.83,0,998.97,20.77204166
07/03/2017,26.92,86.75,0.63,3.2,999.37,20.373375
08/03/2017,25.72,90.25,0.66,1.2,999.83,7.058625
09/03/2017,25.36,86,0.83,0,999.35,6.68116666
10/03/2017,26.04,92.75,1,0,999.27,15.41491666
11/03/2017,25.32,94.25,0.3,36.8,1000.18,0.286125
12/03/2017,25.5,94,0.73,3,999.97,1.63883333
13/03/2017,25.4,95.75,0.83,12.4,999.79,6.00920833
14/03/2017,25.3,95.5,0.66,9.6,999.92,3.52858333
15/03/2017,26.22,88.5,0.56,20.8,999.37,5.49554166
16/03/2017,25.62,97,0.5,4.2,1000.14,3.86408333
17/03/2017,25.64,94.5,0.43,25,1000.77,7.20508333
18/03/2017,25.82,86.5,0.1,15,1001.21,9.02370833
19/03/2017,26.38,84,0.56,0,1001.05,12.516
20/03/2017,26.64,96,0.5,0,1001.09,12.75879166
21/03/2017,26,94.5,0.23,11.2,1002.03,2.130375
22/03/2017,24.36,97.75,0.5,3.2,1002.28,1.32616666
23/03/2017,25.32,96,0.16,32.6,1001.57,1.387875
24/03/2017,25.52,88.75,0.81,33,1000.58,4.6655
25/03/2017,26.22,87.5,0.66,6.4,999.98,11.33541666
26/03/2017,26.02,89,0.83,5.4,1000.43,8.3205
27/03/2017,25.68,93.25,0,4,1001.18,4.90975
28/03/2017,26.48,87.5,0.66,17.8,1001.05,1.84516666
29/03/2017,26.12,91.75,0.5,0.8,999.9,11.07775
30/03/2017,25.5,93.25,0.66,8.8,999.85,0.29091666
31/03/2017,25.82,92.25,0.66,16.2,1001,0.773125
01/04/2017,24.7,96,1.6,41,1001.95,4.4375
02/04/2017,25.48,87.25,1.6,15.6,1000.51,6.20908333
03/04/2017,26.7,87,0.5,16.8,999.7,8.77504166
04/04/2017,26.3,83.5,1.71,0,1000.14,6.42025
05/04/2017,25.72,90.75,0.5,0.2,1001.42,13.63183333
06/04/2017,26.4,79.75,0.5,13.2,1001.02,12.321
07/04/2017,26.54,81,0.66,0,999.87,14.449
08/04/2017,27.26,80.5,0.83,0,999.07,19.22920833
09/04/2017,27.24,80,0.83,0,998.69,10.74808333
10/04/2017,26.2,93,1.6,0,999.52,8.14791666
11/04/2017,24.72,89.75,0.66,13.8,1000.73,4.171125
12/04/2017,26.3,84.25,0.66,0.4,1000.25,3.97775
13/04/2017,26.32,87.75,0.5,0,1000.41,5.93333333
14/04/2017,25.58,91.5,0.16,2.6,1000.3,9.1695
15/04/2017,26.56,81.5,0.46,15.8,1000.22,17.191625
16/04/2017,26.92,77.5,0.73,0,999.69,11.50208333
17/04/2017,26.96,81.5,0.83,0,999.65,13.13945833
18/04/2017,27.14,77.5,0.16,0,999.78,7.97475
19/04/2017,26.94,87.25,0.66,0,1000.21,2.00804166
20/04/2017,26.78,83.75,0.33,4.8,999.64,8.6175
21/04/2017,26.58,86,0.66,21.2,1000.34,8.68404166
22/04/2017,26.12,90,0.5,0.2,1001.48,4.11370833
23/04/2017,25.32,95.5,0.66,20.8,1001.71,4.07125
24/04/2017,25.66,89.5,0.33,29,1001.15,8.383
25/04/2017,26.82,80.75,1,0.4,1000.02,20.224
26/04/2017,26.46,83.25,0.4,0.2,999.89,17.08966666
27/04/2017,26.26,84.75,0.66,0,1000.7,13.60358333
28/04/2017,26.4,89.25,0.43,0,1000.68,12.973
29/04/2017,27.16,80.5,0.66,1,1000.75,2.89395833
30/04/2017,26.06,89,0.36,0,1001.55,0.45316666
01/05/2017,26.36,82,0.66,0.4,1001.48,5.71979166
02/05/2017,25.62,92.5,0.43,0.4,1000.9,6.102
03/05/2017,26.88,80.25,0.66,0,1000.31,7.66766666
04/05/2017,26.4,81.25,0.63,0.8,1000.2,14.483
05/05/2017,26.32,78,0.83,0,1000.31,8.41629166
06/05/2017,26.06,84,0.36,0,1000.03,10.455
07/05/2017,26.78,87.75,0.43,0,999.56,6.700875
08/05/2017,26,95.5,0.26,8.2,999.3,7.72258333
09/05/2017,26.12,90.5,0.44,20.4,1000.22,11.21729166
10/05/2017,26.84,82,0.5,0.2,1000.03,15.69566666
11/05/2017,27.24,83.5,0.66,0,999.95,15.95675
12/05/2017,27,80,0.7,0,1001.15,13.50433333
13/05/2017,25.64,86,0.26,0,1002.01,7.496375
14/05/2017,27.24,80,0.56,0.2,1001.97,17.1675
15/05/2017,26.68,81,0.56,0,1001.8,25.02508333
16/05/2017,26.2,83.75,1.6,0,1001.3,26.03229166
17/05/2017,26.64,85.25,0.5,0.2,1001.08,24.53095833
18/05/2017,26.3,87.5,0.53,12,1000.51,17.913875
19/05/2017,26.42,83.75,0.66,10,999.26,28.97725
20/05/2017,27.26,79.5,0.83,0,999.97,25.18304166
21/05/2017,26.44,74.25,1,0,1000.33,31.08554166
22/05/2017,25.96,73,0.66,0,1000.59,28.77529166
23/05/2017,26.04,71.5,0.56,0,1001.67,9.77870833
24/05/2017,26.24,77.75,0.4,0.2,1002.44,9.334875
25/05/2017,26.6,80.75,0.66,0,1002.66,5.05775
26/05/2017,26.22,85,0.5,0,1002.51,12.87491666
27/05/2017,26.44,78.25,0.56,3,1002.43,2.52258333
28/05/2017,26.08,93,0.5,1.2,1002.74,0.267125
29/05/2017,23.76,93.75,0.5,35.2,1004.03,3.57925
30/05/2017,26.48,84.5,0.16,0.2,1002.48,9.52454166
31/05/2017,26.16,86.5,0.66,0,1002.45,13.923625
01/06/2017,25.9,85.5,0.33,0.2,1003.2,22.901
02/06/2017,26.1,80,0.83,0.2,1003.17,36.319125
03/06/2017,26.38,79.25,0.66,2.6,1002.73,21.19179166
04/06/2017,26.9,75.5,1,0,1002.16,17.53225
05/06/2017,25.66,76.25,0.4,0,1001.6,15.0885
06/06/2017,25.58,71.75,0.66,0.2,1000.83,21.38591666
07/06/2017,25.2,74.75,0.43,0,999.92,15.34358333
08/06/2017,25.44,72.75,0.83,0,1000.28,12.0045
09/06/2017,26.02,73.75,0.46,0,1001.07,6.072375
10/06/2017,26.8,73.5,0.6,0,1002.14,24.36933333
11/06/2017,25.58,91.25,0.4,0.2,1002.72,16.17683333
12/06/2017,26.36,78,1,9.2,1002.92,18.62620833
13/06/2017,26.06,71,0.66,2,1001.86,20.41970833
14/06/2017,25.76,78.5,0.66,0,1002.41,9.24695833
15/06/2017,26.44,69.5,0.66,0,1002.58,22.54575
16/06/2017,25.22,81.5,0.5,0,1003.01,6.99170833
17/06/2017,25.44,76,0.53,0.2,1001.09,11.54470833
18/06/2017,26.7,71.25,0.66,0,1000.38,11.70070833
19/06/2017,27.24,70.5,0.46,0,1001.48,11.10004166
20/06/2017,26.68,71,0.66,0,1001.77,12.63108333
21/06/2017,27,70.75,0.66,0,1001.22,14.86225
22/06/2017,26.98,61,0.83,0,1000.66,14.28570833
23/06/2017,26.28,64,1.33,0.2,1000.88,4.07395833
24/06/2017,26.78,78,0.56,0,1002.13,8.056
25/06/2017,28.14,65,0.2,0,1001.33,1.03004166
26/06/2017,27.88,56.5,1.16,0,1001.07,22.54183333
27/06/2017,27.1,61.5,0.7,0,1001.48,14.26716666
28/06/2017,26.8,62.75,1.16,0,1002.24,11.20075
29/06/2017,26.7,68,1.26,0,1002.74,17.27995833
30/06/2017,26.34,75,0.66,0,1003.51,22.73791666
01/07/2017,25.48,90,0.15,0.2,1004.23,10.14025
02/07/2017,27.16,77,0.35,0.8,1004.1,10.10870833
03/07/2017,26.68,73,0.15,0.2,1004,10.73083333
04/07/2017,26.7,60,0.6,0,1004.33,14.647625
05/07/2017,27.12,64,0.4,0,1004.46,17.77645833
06/07/2017,26.3,76,0.5,0,1004.18,3.80220833
07/07/2017,26.72,70,1,0,1003.94,7.425
08/07/2017,28.4,59,1,0,1003.35,2.70304166
09/07/2017,28.56,59,0.75,0,1003.34,8.45541666
10/07/2017,27.92,25,0.85,0,1003.26,6.68195833
11/07/2017,27.28,68,0.15,0,1003.16,5.1865
12/07/2017,27.22,59,0.35,0,1003.34,6.100375
13/07/2017,27.58,44,0.6,0,1003.3,15.39820833
14/07/2017,27.58,60,0.8,0,1003.05,8.66608333
15/07/2017,27.7,51,0.9,0,1002.93,4.932625
16/07/2017,28.22,61,1,0,1002.32,2.98254166
17/07/2017,26.96,63,0.55,0,1002.76,3.173375
18/07/2017,26.82,59,1.25,0,1003.88,9.688625
19/07/2017,27.28,68,0.85,0,1003.63,17.20466666
20/07/2017,26.94,74,0.5,0,1003.97,26.08604166
21/07/2017,25.14,94,0,0,1004.5,11.36683333
22/07/2017,26.98,70,0.8,6.2,1004.52,24.91704166
23/07/2017,26.94,73,0.75,0.2,1004.43,29.01945833
24/07/2017,27.48,60,0.6,0,1005.28,25.89108333
25/07/2017,27.56,57,0.6,0,1004.23,11.31770833
26/07/2017,28,61,1.1,0,1002.69,8.64866666
27/07/2017,27.22,61,0.55,0,1002.14,7.40325
28/07/2017,28.16,53,0.75,0,1002.76,17.18670833
29/07/2017,28.68,64,1.5,0,1003.84,29.46404166
30/07/2017,27.48,57,0.65,0,1003.98,19.46416666
31/07/2017,27.04,58,1.33,0,1003.41,23.45995833
01/08/2017,28.04,56.75,0.9,0,1002.67,33.989625
02/08/2017,28.7,56.75,1.66,0,1003.76,34.51845833
03/08/2017,27.92,55.5,0.83,0,1004.1,25.544875
04/08/2017,27.4,59.75,1,0,1003.1,33.63695833
05/08/2017,27.76,61.75,1.16,0,1002.75,32.06429166
06/08/2017,27.86,60.25,1.33,0,1002.68,34.51775
07/08/2017,27.56,58,1.33,0,1003.2,43.976125
08/08/2017,27.86,51.25,1.33,0,1002.92,39.67795833
09/08/2017,27.9,53.5,0.86,0,1002.77,24.45370833
10/08/2017,27.88,56,1.16,0,1001.97,34.01370833
11/08/2017,27.86,54.25,1.9,0,1001.81,30.75725
12/08/2017,27.52,50.75,1.56,0,1002.38,36.49291666
13/08/2017,28.32,49.75,0.66,0,1002.15,29.458625
14/08/2017,28.2,60,1,0,1001.24,28.429
15/08/2017,27.7,60.25,0.83,0.2,1000.87,37.92470833
16/08/2017,27.2,56.5,1.16,0,1001.76,29.71695833
17/08/2017,27.66,52.5,1.06,0,1000.92,35.56745833
18/08/2017,27.8,60.5,1,0,1000.51,32.308625
19/08/2017,27.92,63,1.33,0,1000.55,40.87554166
20/08/2017,28.28,58.5,1.5,0,1001.67,43.916625
21/08/2017,28.04,56,0.8,0,1002.63,30.000875
22/08/2017,28.72,57.75,1.5,0,1001.42,22.42925
23/08/2017,28.34,55,0.9,0,1000.9,16.1575
24/08/2017,28.52,53,1,0,1001.38,36.116375
25/08/2017,28.96,51,0.6,0,1001.51,38.09241666
26/08/2017,27.2,65.5,1.06,1.4,1002.15,29.02316666
27/08/2017,28.74,47.75,1.63,0.4,1001.5,37.8845
28/08/2017,28.3,52.75,1.33,0,1001.28,42.01983333
29/08/2017,28.4,48.75,2,0,1001.65,37.74866666
30/08/2017,27.88,54.25,1.66,0,1002.22,39.22216666
31/08/2017,28.1,55,1.06,0,1002.38,43.806375
01/09/2017,28.52,49.75,1.16,0,1003.44,43.052
02/09/2017,28.42,50.5,1.33,0,1004.2,37.09720833
03/09/2017,27.92,53.5,1.16,0,1002.71,22.67904166
04/09/2017,27.68,50.5,1.56,0,1002.42,29.76875
05/09/2017,27.72,52.5,1.33,0,1002.56,42.09958333
06/09/2017,27.74,58.75,2.83,0,1003.15,46.570875
07/09/2017,27.8,56.75,1.33,0,1001.94,25.43041666
08/09/2017,28.48,56,1.9,0,1000.36,33.60245833
09/09/2017,29.44,44.75,2.5,0,1000.68,47.82783333
10/09/2017,29.22,52.25,3.33,0,1000.65,34.35591666
11/09/2017,29.44,41,2.16,0,1001.52,37.12154166
12/09/2017,28.5,51,2,0,1002.08,34.03466666
13/09/2017,28.26,55.5,1,0,1002.34,28.36654166
14/09/2017,28.6,54.25,1.16,0,1001.81,28.90304166
15/09/2017,28.88,48.5,1.5,0,1002.18,29.87225
16/09/2017,28.64,47.5,1.16,0,1002.08,33.51520833
17/09/2017,28.72,49.5,1.16,0,1001.97,43.89770833
18/09/2017,28.52,55,1.13,0,1001.75,41.91258333
19/09/2017,28.52,54.25,1.5,0,1001.59,27.36245833
20/09/2017,28.74,54.5,1.06,0,1002.13,30.42645833
21/09/2017,28.88,50,1.33,0,1002.36,44.36566666
22/09/2017,28.42,52,2.16,0,1002.27,50.91091666
23/09/2017,28.72,56.25,0.9,0,1001.83,31.430375
24/09/2017,28.4,54.75,1.33,0,1000.48,23.977625
25/09/2017,28.22,55.75,1.83,0,1000.95,35.46495833
26/09/2017,28.82,49.5,1.66,0,1000.33,38.59195833
27/09/2017,28.98,54.25,1.5,0,1000.6,33.51729166
28/09/2017,29,54.25,2.16,0,1001.67,40.829875
29/09/2017,28.54,53.5,1.83,0,1000.91,38.91804166
30/09/2017,28.08,48,1.33,0,999.76,38.11120833
01/10/2017,27.8,52.25,2,0,998.44,45.076875
02/10/2017,28.08,53,3.33,0,998.56,48.409375
03/10/2017,29.46,52,1.33,0,999.71,44.1675
04/10/2017,28.9,53.75,3.33,0,999.97,44.88520833
05/10/2017,29.08,51.25,2.16,0,1000.85,45.75345833
06/10/2017,29.32,47.25,3.16,0,1001.63,42.48608333
07/10/2017,29.18,50.25,0.73,0,1001.1,44.89325
08/10/2017,28.48,57.25,0.93,0,1000.09,34.459125
09/10/2017,28.58,57.25,1.33,0,1000.16,28.33275
10/10/2017,28.82,56,1.4,0,1000.27,35.75283333
11/10/2017,27.98,62.75,2.33,0,999.92,48.18779166
12/10/2017,28.7,57.25,1.33,0,999.67,43.97191666
13/10/2017,28.38,56.75,1.33,0,999.24,47.33733333
14/10/2017,28.62,58.5,1.33,0,999.77,48.15075
15/10/2017,28.06,68.5,2.33,0,1000.84,48.8013913
16/10/2017,28.4,63.75,1,0,1001.75,46.66945833
17/10/2017,28.38,62.25,1.16,0,1002.23,45.07891666
18/10/2017,28.38,58.25,2.66,0,1001.89,44.82375
19/10/2017,28.84,52,2.16,0,1001.26,41.68883333
20/10/2017,28.74,51.25,3,0,1001.14,43.97579166
21/10/2017,29.18,54.75,3.33,0,1000.82,44.440875
22/10/2017,29.28,45.75,2.5,0,1000.51,43.36041666
23/10/2017,29.16,47,1.5,0,999.49,37.380875
24/10/2017,29.08,59,1.66,0,998.94,42.51533333
25/10/2017,30,50.75,2.5,0,999.07,38.51575
26/10/2017,29.86,53,3.5,0,999.39,39.28379166
27/10/2017,29.88,54.5,1.5,0,999.33,43.02545833
28/10/2017,29.34,54.25,2,0,999.4,42.371625
29/10/2017,29.26,58.25,1.66,0,998.52,35.23870833
30/10/2017,28.56,62.25,1.66,0,997.88,43.294625
31/10/2017,28.54,59.5,1.33,0,998.54,26.92083333
01/11/2017,28.46,59.25,1,0,1000.05,30.48991666
02/11/2017,28.4,56.25,1.83,0,1000.31,43.81904166
03/11/2017,28.98,54.5,2.16,0,999.88,46.43333333
04/11/2017,28.8,50.5,2.4,0,999.89,48.48333333
05/11/2017,29.1,48.5,1.16,0,999.79,41.08979166
06/11/2017,28.5,54.75,2,0,999.15,41.89491666
07/11/2017,28.06,62,1.1,0,998.05,39.94566666
08/11/2017,27.78,60.5,1,0,998.81,32.01525
09/11/2017,26.94,59.5,1.16,0,999.15,43.27325
10/11/2017,27.28,57.5,0.76,0,998.12,45.450875
11/11/2017,28.04,53,1.5,0,997.58,42.871
12/11/2017,28.2,55,2.16,0,997.93,40.64095833
13/11/2017,28.66,56.75,3.83,0,998.2,43.85925
14/11/2017,28.08,57.25,1.83,0,998.58,44.02183333
15/11/2017,28.06,56.25,2.16,0,998.97,45.201125
16/11/2017,28.24,51,2,0,999.88,46.98391666
17/11/2017,27.98,57.75,1.53,0,999.44,41.47191666
18/11/2017,27.94,56.25,1.66,0,998.11,44.12029166
19/11/2017,28.24,53.25,1.73,0,998.59,39.79558333
20/11/2017,28.12,59.25,1.33,0,998.58,44.91808333
21/11/2017,28.62,58.25,2.13,0,998.45,43.56195833
22/11/2017,27.96,58.5,1.5,0,999.2,35.72879166
23/11/2017,28.48,56.5,1.66,0,999.78,41.139
24/11/2017,28.52,57,2,0,1000.5,34.44454166
25/11/2017,28.48,57.5,2.33,0,1000.25,37.86766666
26/11/2017,28.68,51.5,1.83,0,1000.23,36.2475
27/11/2017,28.64,56.75,2,0,1000.71,40.61020833
28/11/2017,28.52,57.75,2.33,0,1000.33,43.425625
29/11/2017,28.22,62.5,1.06,0,999.37,39.03891666
30/11/2017,27.74,64.5,2.33,0,998.51,40.74470833
01/12/2017,28.44,61,1.75,0,998.7,42.255
02/12/2017,28.42,57,2,0,999.23,45.23529166
03/12/2017,29.04,56,3,0,998.88,40.73404166
04/12/2017,29.24,60,3,0,999.01,38.25995833
05/12/2017,29.44,57,2,0,999.4,41.95166666
06/12/2017,29.1,66,2,0,997.97,40.89375
07/12/2017,29.04,62,1.75,0,998.17,33.677
08/12/2017,28.34,74,2,0,999.16,27.31966666
09/12/2017,28.34,74,2,0,999.15,20.896375
10/12/2017,28.72,69,2.5,0,998.28,18.8055
11/12/2017,28.96,66,1.5,0,998.84,33.12470833
12/12/2017,29.14,61,1.5,0,998.77,37.32120833
13/12/2017,29.18,62,1.25,0,999.58,40.86145833
14/12/2017,28.56,64,2.75,0,1000.4,33.76958333
15/12/2017,28.22,70,2.25,0,1000.45,27.075875
16/12/2017,28.26,66,2.25,0,1000.28,37.79920833
17/12/2017,28.72,63,2,0,1000.02,41.33491666
18/12/2017,29.06,63,2,0,999.95,28.929875
19/12/2017,28.64,67,1,0,1000.58,25.14975
20/12/2017,28.04,67,1.25,0,999.55,30.42129166
21/12/2017,28.4,70,1.75,0,999.88,30.25504166
22/12/2017,26.52,86,0.75,0,1000.38,17.11854166
23/12/2017,26.8,89,0.5,2,999.96,23.89883333
24/12/2017,28.24,71,1,2.4,998.69,28.35629166
25/12/2017,28.56,75,2.5,0,998.29,33.64683333
26/12/2017,29.12,70,2.25,0,998.7,36.9515
27/12/2017,28.34,69,2,0,998.79,36.579
28/12/2017,29.2,69,1.5,0,998.58,28.92875
29/12/2017,29.16,67,1.5,0,999.15,31.37866666
30/12/2017,29.36,70.87581010732539,1.5,0,999.65,44.6555
31/12/2017,29.36,57.5,1.56,0,1000.24,47.52695833
01/01/2018,29.32,55.25,2.83,0,1000.05,37.21320833
02/01/2018,28.66,62.25,2.16,0,999.16,20.748375
03/01/2018,28.84,58.25,2,0,999.43,20.85233333
04/01/2018,28.66,64,2.33,0,1001.03,16.97958333
05/01/2018,28.46,62,1.16,0,1001.93,23.64533333
06/01/2018,29.02,56.75,1.16,0,1000.58,23.19604166
07/01/2018,27.86,61.5,1,0,1000.2,32.03429166
08/01/2018,28.5,59.75,2.5,2.2,1000.26,31.53058333
09/01/2018,28.4,62.5,1.6,1,1000.6,27.63429166
10/01/2018,27.78,61.25,1.6,0,1001.56,19.509375
11/01/2018,28.48,55.25,1.33,0,1001.2,34.045
12/01/2018,27.98,57.5,1.5,0,1000.37,26.44216666
13/01/2018,28.22,65,1.9,0,999.8,30.30504166
14/01/2018,28.46,63.5,1.26,0,1000.28,32.91875
15/01/2018,29.4,50.75,1.66,0,1000.05,38.46870833
16/01/2018,29.86,49.25,1.56,0,1000.13,36.27995833
17/01/2018,29.4,52.25,2.33,0,999.36,38.63354166
18/01/2018,27.76,66.5,3.5,0,1000.15,29.66066666
19/01/2018,28.68,59.75,2.33,1.2,1000.81,17.67741666
20/01/2018,28.54,63.5,0.83,0.8,1000.56,14.29475
21/01/2018,28.48,65,1.5,0,999.57,16.980375
22/01/2018,29.16,59.25,1.1,0,998.15,27.47633333
23/01/2018,29,67.5,1.83,0.2,998.13,30.37508333
24/01/2018,27.38,84.25,0.83,0,998.79,25.91170833
25/01/2018,26.36,82,0.83,34.4,999.18,3.74283333
26/01/2018,27.54,74.25,2.26,0.2,998.64,8.61920833
27/01/2018,25.06,88.75,0.83,0,998.98,13.85083333
28/01/2018,25.78,77,0.66,17.2,998.63,12.32941666
29/01/2018,26.92,73.75,0.66,0.4,997.82,13.62520833
30/01/2018,27.82,65.5,2.06,0,997.36,32.83070833
31/01/2018,28.68,59.75,1.5,0,997.55,36.134125
01/02/2018,28.8,62.5,1.93,0,997.61,30.19308333
02/02/2018,25.84,89,1.33,0,997.86,11.674125
03/02/2018,25.72,91.5,1.5,20.4,997.38,16.077375
04/02/2018,26.28,85,0.83,21.8,998.35,6.77525
05/02/2018,25.52,92.25,1.07467,1.8,998.85,10.4335
06/02/2018,25.64,88,0.8,1.6,999.11,3.22341666
07/02/2018,26.78,87.25,0.86,35.4,999.38,4.67933333
08/02/2018,26.4,83.25,1.33,25.4,999.88,29.13804166
09/02/2018,26.62,72.75,1.9,0.6,1000.49,24.19683333
10/02/2018,26.08,81,0.75,0,1000.54,8.46625
11/02/2018,24.64,92,0.13,2,1000.35,1.37970833
12/02/2018,24.12,93.75,0.5,8.6,1000.58,1.39908333
13/02/2018,23.8,90.25,0.66,6.8,1000.68,1.429625
14/02/2018,23.66,90.5,0.66,8.6,1001.2,1.16641666
15/02/2018,24.74,85.25,0.26,36.4,1002.25,0.733375
16/02/2018,25.98,90.25,0.83,0.2,1001.44,6.192375
17/02/2018,25.96,83.75,0.83,12,1000.7,7.006875
18/02/2018,25.88,87.25,1.83,0.2,999.93,0.03308333
19/02/2018,25.76,94.5,0.43,0.2,999.38,5.88566666
20/02/2018,26.14,85,1,5.8,999.22,11.783
21/02/2018,25.96,87.75,0.66,1.4,999.85,7.07925
22/02/2018,25.28,91.25,1.16,0.2,1000.54,1.277375
23/02/2018,26.16,86.25,0.23,4.6,1000.55,0.19725
24/02/2018,26.12,87.5,0.43,0,999.35,2.33733333
25/02/2018,25.76,92.5,0.3,0.2,1000.21,0.27341666
26/02/2018,26.36,85.75,0.5,17,1001.1,0.882125
27/02/2018,27,80.5,0.7,2.8,1000.61,19.4125
28/02/2018,26.46,86,0.83,0.4,1000.12,19.05083333
01/03/2018,25.44,91.5,0.6,13.6,1002.15,8.46533333
02/03/2018,25.34,84,0.5,7.8,1002.81,0.9285
03/03/2018,26.42,81.75,0.83,5.8,1000.57,19.12033333
04/03/2018,25.72,83.75,0.5,1.2,998.97,27.84329166
05/03/2018,25.28,92.75,0.53,0.4,999.35,6.564375
06/03/2018,26.48,80.25,0.83,1.6,999.58,16.89879166
07/03/2018,26.7,86.5,0.76,2.4,1000.1,11.8905
08/03/2018,26.04,88.5,0.83,0.2,1000.31,7.06841666
09/03/2018,26.06,88.5,0.66,3.6,1001.29,7.05891666
10/03/2018,26.34,86.5,1,2.2,1001.54,7.650375
11/03/2018,26.56,87,0.16,3.6,1000.94,9.78858333
12/03/2018,26.38,87,1,2.2,1000.75,15.09716666
13/03/2018,26.4,86,0.56,1.6,1000.38,13.708125
14/03/2018,26.96,85.25,0.5,1.2,1000.74,21.50083333
15/03/2018,26.96,81.75,0.36,1.2,1000.6,25.63495833
16/03/2018,27.24,72.75,1.16,0.8,1000.32,20.08516666
17/03/2018,27.6,77.25,0.66,0.6,999.38,9.71879166
18/03/2018,27.4,78.5,1,0.6,998.61,15.36320833
19/03/2018,26.94,81.75,0.53,0.4,998.86,14.94195833
20/03/2018,27.02,79.25,1,0.4,999.66,17.53820833
21/03/2018,27.76,73.5,0.6,0.2,999.97,9.15879166
22/03/2018,26.38,85.5,1.16,0.2,1000.02,8.07379166
23/03/2018,26.88,80,0.8,0,999.25,16.07916666
24/03/2018,27.68,77.5,0.66,0.2,998.91,7.89316666
25/03/2018,27.46,78.25,0.56,0,999.53,1.95995833
26/03/2018,25.72,90.75,0.5,0,1000.62,0.23079166
27/03/2018,25.36,89.5,0.1,0,1000.76,5.656375
28/03/2018,26.06,85.5,0.66,0.2,999.26,1.98683333
29/03/2018,25.1,93.75,0.23,0,999.11,0.124875
30/03/2018,25.48,96.75,0.5,0,999.59,0.28991666
31/03/2018,26.96,81.25,0.66,0,999.34,12.97570833
01/04/2018,26.44,84.75,0.83,2.3580661075481006,998.74,7.88108333
02/04/2018,25.52,95.5,0.1,2.3580661075481006,998.89,4.46870833
03/04/2018,25.92,85,0.66,2.3580661075481006,998.04,2.39091666
04/04/2018,25.72,94,0.5,2.3580661075481006,998.18,4.891625
05/04/2018,25.82,87,1,2.3580661075481006,998.5,2.06308333
06/04/2018,25.6,70.87581010732539,0.35,2.3580661075481006,999.1,4.94616666
07/04/2018,25.54,90.25,0.06,2.3580661075481006,1000.05,0.53420833
08/04/2018,25.9,86.5,0.23,2.3580661075481006,1000.94,1.277
09/04/2018,25.12,83.25,0.66,2.3580661075481006,1000.46,4.78833333
10/04/2018,24.24,95,0.1,2.3580661075481006,1001.05,3.504375
11/04/2018,24.48,87,0.33,2.3580661075481006,1000.87,1.30433333
12/04/2018,24.7,95.5,0,2.3580661075481006,1001.09,0.01220833
13/04/2018,24.88,89.5,0.5,2.3580661075481006,1001.88,1.94066666
14/04/2018,26,85,0.66,2.3580661075481006,1002.49,1.6945
15/04/2018,25.6,85.75,0.66,2.3580661075481006,1002.57,4.17583333
16/04/2018,25.12,93,0.1,2.3580661075481006,1001.83,0.951125
17/04/2018,24.28,91.5,0.16,2.3580661075481006,1002.6,0.34245833
18/04/2018,25.52,86.25,0.36,2.3580661075481006,1003.29,10.838625
19/04/2018,25.76,85,0.83,2.3580661075481006,1003.3,13.67175
20/04/2018,26.68,81.25,0.26,2.3580661075481006,1001.88,9.707375
21/04/2018,26.42,84.5,0.4,2.3580661075481006,1000.23,7.63216666
22/04/2018,25.62,89.25,0,2.3580661075481006,1000.16,5.63308333
23/04/2018,25.48,85.5,0.83,2.3580661075481006,1001.08,4.93941666
24/04/2018,25.86,84.5,0.33,2.3580661075481006,1001.66,2.06995833
25/04/2018,25.88,81.5,0.33,2.3580661075481006,1001.99,3.784125
26/04/2018,25.54,89.25,0.16,2.3580661075481006,1001.8,5.400875
27/04/2018,26.66,77.5,1,2.3580661075481006,1000.98,11.55079166
28/04/2018,26.58,83.25,0.66,2.3580661075481006,1001.25,5.46383333
29/04/2018,26.22,78.75,0.83,2.3580661075481006,1001.41,14.45745833
30/04/2018,25.74,93.5,0.15,2.3580661075481006,1001.71,3.99016666
01/05/2018,26.16,83.5,0.43,2.3580661075481006,1002.19,3.7535
02/05/2018,26.08,88.25,0.13,2.3580661075481006,1002.46,3.789125
03/05/2018,26.48,80.5,0.5,2.3580661075481006,1001.74,3.974625
04/05/2018,26.1,87.5,0.43,2.3580661075481006,1000.83,3.86816666
05/05/2018,25.68,85,0.26,2.3580661075481006,1001.31,1.338125
06/05/2018,25.84,87,0.3,2.3580661075481006,1001.77,1.238
07/05/2018,24.94,92,0.83,2.3580661075481006,1002.18,2.1235
08/05/2018,25.78,85.25,0.4,2.3580661075481006,1001.49,0.320625
09/05/2018,25.64,90.75,0.5,2.3580661075481006,1001.44,1.9105
10/05/2018,24.12,91.75,0,2.3580661075481006,1002.39,12.95120833
11/05/2018,25.22,92.25,0.33,2.3580661075481006,1001.84,0.64458333
12/05/2018,26,90.25,1.16,2.3580661075481006,1002.1,11.746375
